ID	Title	Abstract
11	Cattle dung and bioturbation by dung beetles improve oak seedling establishment in Mediterranean silvopastoral ecosystems	"This study aims to determine whether the application of cattle manure and associated bioturbation by dung beetles and other invertebrates can increase oak seedling establishment in the high biodiversity Mediterranean silvopastoral systems known as ""dehesas"", which are comprised of scattered oaks and a grassland layer and are used for livestock rearing. A two-year study was conducted in a representative dehesa in southern Spain. Firstly, the effect of cattle dung pads on acorn consumption by livestock and wild predators was monitored, along with dung beetle abundance and plot bioturbation. Secondly, the indirect effects of bioturbation on acorn burial, acorn predation by rodents and oak seedling establishment were assessed under the condition of livestock exclusion. The results consistently demonstrate a high positive indirect effect of the presence of cattle manure on the persistence of acorns, as well as on seedling establishment, as a result of reduced predation by rodents and improved microhabitat conditions for the acorns and seedlings. These processes were mediated by bioturbation. Tunneler dung beetles, which move a great amount of soil material, were dominant in our records, which suggest their importance for passive acorn burial, without disregarding the influence of other edaphic invertebrates present. We conclude that the presence of cattle manure significantly improves oak seedling establishment in Mediterranean dehesas through the passive burial of acorns by bioturbation, which acts to protect them from predation by rodents, desiccation and other damage. Passive acorn burial by dung beetles and other invertebrates thus emerges as an important ecosystem service that has been little-studied to date. Appropriate rotational management of livestock could therefore contribute to addressing the bottleneck of oak regeneration in Mediterranean dehesas."
12	Integrated application of selected elements of sustainability, circular economy, bioeconomy, and environmental management system in guesthouses	Efforts to minimize negative effects on the environment are manifested in the hospitality sector in the form of integrated application of elements of sustainable business, circular economy, bioeconomy, and environmental management. Those who run accommodation facilities are becoming environmentally aware and feel that they should be more involved in sustainable practices and thus contribute to improving the environment both locally and nationally. The main goal of this study is to identify and evaluate the application of selected elements and measures of sustainable business, circular economy, bioeconomy, and environmental management in guesthouses of the Czech Republic. A questionnaire survey (n1 = 343) was carried out together with a qualitative focus group method (n2 = 5); the data evaluation was carried out using advanced statistical methods (Tukey HSD test, Kruskal-Wallis test, correspondence analysis). The results showed that a higher classification in the guesthouse is associated with an increasing trend in the number of environmentally friendly operating methods used. Measures related to waste sorting containers (74%) and energy-saving and LED light bulbs (68%) showed the highest values. The results are useful for the practice of national professional associations that support the careful handling of resources and thereby influence the entire hospitality sector.
13	The quality of grape and wine of Merlot and Blatina varieties in the agroecological conditions of the Trebinje vineyard	The aim of this paper is to present the quality of grape and wine of Merlot and Blatina varieties in the agro ecological conditions of the Trebinje vineyard, during the vintages of 2016 and 2017. The vineyards were established in 2004 (Merlot) and in 2013 (Blatina), at an altitude of 269 m, with the planting distance of 2.8 x 1 m for Blatina and 2.8 x 0.9 m for Merlot. The Merlot and Blatina grape varieties were grafted on Berlandieri x Riparia Kober 5BB rootstock. The research included analysis of the sugar, total acid content and pH as parameters of grape quality. The following parameters of wine quality were analyzed: alcohol content, total acid, total ash, content of extract and total phenols. The quality of the grapes, grown in the conditions of Trebinje vineyard is suitable to produce quality red wines.
14	Bumblebees sense rootstock-mediated nutrition and fertilization regime in tomato. (Special Issue: Beneficial elements in plants: developing resilience under stressful environments.)	Aims: Since producing more with less is required for increasing agricultural sustainability and reducing its environmental impact, breeding varieties with increased yield stability under reduced fertilizer application is an important goal, particularly in high valued horticultural crops such as tomato (Solanum lycopersicum L.). However, because of the difficulties to conciliate yield and fertilizer use efficiency through breeding, the graft-compatible genetic biodiversity existing in horticultural species offers the possibility to directly approach this objective in high-yielding elite varieties through improving nutrient capture and promoting ecosystem services such as insect pollination. We hypothesized that rootstocks affect pollinator foraging decisions through the nutritional status that impacts yield.
15	Green compost amendment improves potato plant performance on Mars regolith simulant as substrate for cultivation in space. (Special Issue: Beneficial elements in plants: developing resilience under stressful environments.)	Background and aims: Higher plants represent an optimal tool to regenerate resources while producing food in Space. However, the configuration of fertile cultivation substrates based on extraterrestrial resources is still a challenge. We evaluated the adaptability of potato (Solanum tuberosum L., cv. 'Colomba') to the growth on six substrates: the MMS-1 Mars regolith simulant, alone (R100) and in mixture with 30% in vol. of green compost (R70C30), a fluvial sand, alone or mixed with 30% of compost (S100 and S70C30), a red soil from Sicily (RS), and a volcanic soil from Campania (VS).
16	Litter leachate as a potential selector of woody species germination at alpine treeline	The advancement of upper forest limits is driven by environmental conditions, but our current understanding overlooks the attributes of habitats and germination ability of woody species. Habitats, through plant litter, impact the competitive relation of germination and seedling growth. The aims of this study were to identify the selective effect of six litter leachates on the germination of indigenous Norway spruce (Picea abies) and nonindigenous dwarf pine (Pinus mugo) and compare the germination rates of the species. We collected plant litter and seeds from the (sub)alpine belt of the Hruby Jesenik Mts. (the Eastern Sudetes Mts.; the Czech Republic). We evaluated the effect of plant litter leachates from alpine heathlands, wind-swept alpine grasslands, subalpine tall-herb plants, Pinus mugo scrub, subalpine Vaccinium vegetation, and Norway spruce clonal groups on germination process under standard light and temperature conditions. The germination of Norway spruce was inhibited by the litter leachate from subalpine tall-herb vegetation mainly dominated by Calamagrostis villosa, whereas that of dwarf pine was not. The other five litter leachates had no significant effect on the both. Under standard conditions, the germination time of dwarf pine is on average one day faster. These results suggest that most of the litter leachates examined may have small impacts on the germinability and germination time of Norway spruce and dwarf pine, but litter from the subalpine tall-herb vegetation can act as a filter that influences the seedling composition of the woody species.
17	Perfect poopers; passerine birds facilitate sexual reproduction in clonal keystone plants of the boreal forest through directed endozoochory towards dead wood	Berry-producing Vaccinium shrubs are keystone species in boreal forest ecosystems and their berries provide an essential food source for many vertebrates. In Fennoscandia, both the abundance and cover of Vaccinium have decreased in forests, with intensive forestry practice as a main driver. Vaccinium seedling recruitment is constricted to recruitment windows of opportunity and appears to be infrequent, mainly due to seed dispersal limitation. Passerine birds are key players in seed dispersal, which can be directed towards perching points such as coarse woody debris.In this study, we investigated the potential for directed endozoochory by passerine birds towards cut stumps and if such stumps were viable recruitment windows for Vaccinium species, in an intensively managed boreal forest landscape of central Norway. We surveyed stump and paired forest floor microsites for passerine scat (i.e. potential seed rain) and Vaccinium seedlings. We collected passerine scat and conducted germination experiments to assess if they contained viable seed. We tested the microsite effect (i.e. forest floor/stump) on scat deposition and seedling establishment and then used modified ensemble classifiers to identify important environmental factors affecting scat deposition and seedling establishment patterns.We found that passerine scat was disproportionally deposited on stumps, and that the vast majority of scat contained viable Vaccinium seed. Stumps were also suitable recruitment windows for Vaccinium species, as a higher probability of seedling establishment occurred at stumps compared with the forest floor. However, scat deposition and seedling establishment at stumps were rather contextual and determined by environmental variables. The probability of scat deposition increased with higher complexity of the vertical forest structure and lower canopy cover, whereas seedling establishment required bryophyte cover and larger stumps, or alternatively smaller stumps with competition-free spaces. Our results highlight a pathway to successful sexual reproduction for Vaccinium species in managed forests: passerine birds direct endozoochorous seed dispersal towards tree stumps, which can offer suitable conditions for seedling establishment. However, the spatiotemporal variability both in forest stand structure and in stump conditions have a strong influence on the success of sexual recruitment via this pathway.
18	Insight into a complex of phenolic compounds in plump fruits (Prunus domestica L.) in the conditions of Tambov oblast	The fruits of Prunus domestica L. are a valuable source of phenolic compounds, in particular hydroxycinnamic acids and their esters. Hybrid origin of Prunus domestica hexaploid species, the ample number of the varieties, and expanded geograph y of the cultivation preclude scientists from arriving at a definitive conclusion on the content levels and composition of phenolic compounds in plum fruits. The goal of our study is to determine and identify the phenolic composition of fruits of Prunus domestica L. grown in Tambov oblast of the Russian Federation. The research focused on eight fresh-eating and all-purpose varieties. Experimental plantations were established in 2014 in the 6 x 3-m setup. The plum-cherry hybrid (SVG) 11-19 was used as a rootstock. The phenolic components of plum fruits were determined by reverse phase high performance liquid chromatography (RP HPLC) using a Thermo Ultimate 3000 liquid chromatography system equipped with a DAD-3000 detector. A chromatography run of the plum fruit methanol extracts was performed through a mobile phase binary gradient represented by acetonitrile and aqueous potassium dihydrogen phosphate acidified with orthophosphoric acid to pH 2.5. The hydroxycinnamic acids in the plum fruits were determined to be as follows: 5.33-181.54 mg/100 g of 4-Caffeoylquinic acid, 1.69-31.73 mg/100 g of 5-Caffeoylquinic acid, 0.54-5.77 mg/100 g of 3-p-Coumaroylquinic acid, and 0.04-0.63 mg/100 g of 3-Caffeoylquinic acid. Quercitin-3-rutinoside at 0.77-9.17 mg/100 g was dominant among flavonols. Three anthocyanins, namely, cyanidin-3-glucoside, cyanidin-3-rutinoside, and peonidin-3-glucoside, were identified in the studied plum fruits. The structural composition of plum fruit anthocyanins was dominated by cyaniding-3-glucoside, accounting for 60 to 90% of the total anthocyanin content. The obtained data on the content of phenolic components in fruits of specified plum varieties (Prunus domestica L.) point toward the potential of the use of the specified plum varieties as a source of hydroxycinnamic acids, anthocyanins, and flavonols in the population diet.
19	Effect of rootstock selection on tree growth, yield, and fruit quality of lemon varieties cultivated in Greece	Lemon is a prominent citrus fruit that supports regional economies worldwide. Several agronomic and fruit quality attributes are affected by the rootstock selection, thus its selection is essential for a successful grove. This study aims to compare the agronomic and quality attributes of four lemon cultivars ('Mikrokarpo Messaras', 'Nouvel Athos', 'Femminello Commune,' and 'Zia gara Bianca') grafted onto three rootstocks ('Sour Orange', 'Yuma Ponderosa lemon', and 'Volkameriana'). The yield and rootstock/scion ratio were estimated along with fruit morphological characteristics (size, equatorial, and polar diameter). Internal fruit quality was also estimated (total soluble solids, total acidity, juiciness, ascorbic acid, total phenols, and total antioxidant activity). 'Volkameriana' rootstock stood out among the studied rootstocks, as all grafted lemon varieties increased their productivity. Its combination with the Italian cultivar 'Femminello Commune' exhibited enhanced tree vigor and tree yield. For all studied cultivars, the use of 'Volkameriana' or 'Yuma Ponderosa lemon' rootstocks decreased the total soluble content and total acidity, increased the ascorbic acid content, and did not influence the TSS/TA ratio, total phenols or total antioxidant activity. In conclusion, the vigorous 'Volkameriana' and 'Yuma Ponderosa lemon' rootstocks are a promising replacement for 'sour orange'. This research provides valuable insights into the potential use of 'Yuma Ponderosa lemon' as a rootstock for lemons, as existing literature is rather limited.
20	The state of apple	The RHS fruit naming service addresses the global fascination with apples beyond horticulture, catering to a rising demand for identification. Receiving 1000 to 1200 cultivars annually, the RHS covers the entire UK, aiming for comprehensive coverage, notably in the South East, South West, and North of England. Samples, sourced from diverse locations, inform planting trends and historical insights. Identification involves a mix of experience, books, online tools, and comparisons. DNA testing is a last resort. The top 10 cultivars in 2022, including Bramley's Seedling, reveal popular varieties and their characteristics. The service adapts to modern interests, receiving cultivars like Falstaff, reflecting a continual quest to preserve apple diversity.
21	Effects of cultivar and plant origin on the aeroponic production of potato minitubers	Aeroponics is eco-friendly, soilless technology for the cultivation of vegetable plants that can be used for the production of pathogen-free pre-basic seed potato, namely minitubers. In aeroponic modules, the underground parts of potato plants grow suspended in the mist of finely dispersed nutrient solution to produce tubers, while the shoots grow above the module under greenhouse conditions. This study aimed to evaluate the effects of the cultivar and origin of planting material on the minituber production in an aeroponic facility in Guca, Serbia. Two potato cultivars, Sinora and Agria, and two types of planting material, acclimated microplants and plants originating from sprouted minitubers, were used in the study. Plants were grown in the 2019 season with a planting density of 24 plants per m2 and ~14-day harvest intervals. Agria plants of both plant origins steadily tuberized during most of the cultivation period and formed a significantly larger number of minitubers (13.61) compared to cultivar Sinora (3.35), which quickly completed the growth cycle. In both investigated cultivars, the mass of formed minitubers was significantly higher in the plants originating from minitubers (18.80 g) compared to plants of in vitro origin (9.04 g). Agria plants of minituber origin produced the heaviest minitubers (19.05 g), while Sinora plants of in vitro origin formed the least heavy tubers (5.29 g). The highest yield of minitubers, 6.26 kg m-2, was recorded for Agria plants of minituber origin. The results of our study suggest that both plant origin and potato genotype significantly affect minituber production in aeroponics.
22	Infestation of pine (Pinus sylvestris L.) seedlings with the pinewood nematode Bursaphelenchus xylophilus Steiner and Buhrer (Nickle) through wood sawdust	Key message: There are various pathways for infesting pine trees with the pinewood nematode (PWN), Bursaphelenchus xylophilus. As a result of the experiment, we determined that sawdust infested with the nematode can pose a phytosanitary risk. Nematodes actively moved from infested sawdust into root or stem damaged pine seedlings. Context: The spread of PWN, Bursaphelenchus xylophilus in pine plantations and forests is caused by beetles of the genus Monochamus, but the nematode can also be introduced via different coniferous commodities. Aims: The study objective was to assess the possibility that injured roots and stems of Pinus sylvestris seedlings could be infested with PWN through nematode-infested sawdust.
23	Seed treatment potential for the improvement of lucerne seed performance and early field growth	Seed treatments have a potential to improve seed performance traits and consequently optimize crop establishment. However, there is a lack of systematic research for these techniques in lucerne, especially under field conditions. The goal of this study was to investigate the potential of various seed treatments on the improvement of lucerne germination and emergence under lab conditions and early seedling growth in the field. Compared treatments were heat treatment; seed priming with water, potassium permanganate, chitosan, vermitea, or bokashi juice; and seed coating with cinnamon, gypsum, wood ash, tannin quebracho, and cocoa powder. Among the seed priming methods, potassium permanganate and chitosan provided the best results in the improvement of seedling length or emergence dynamics, whilst coating with bentonite and gypsum could be recommended for having a positive impact on root development. Cinnamon powder significantly improved the emergence dynamics, seedling, and shoot length. The combination of priming and coating methods seems to be the most effective when assessed under the field conditions, where some positive response in root traits can be evaluated.
24	The content of Cd and Pb in herbs and single-component spices used in Polish cuisine	Spices and herbs play an important role in the human diet, mostly due to the presence of essential oils and high antioxidant activity. Therefore, the toxicity of metals raises concerns about the safety of consumption of spices and herbs. This paper examines the content of Cd and Pb in fresh and dried herbs and single-component spices that are the most popular in Polish cuisine: 100 samples of nine kinds of dried herbs, 184 samples of 15 kinds of fresh herbs and 148 samples of 14 kinds of loose single-component spices. The level of Cd and Pb was determined using the GF AAS method. The safety of herbs and spices for consumption was estimated based on the percentage intake of Cd and Pb compared with the tolerable intake (% TWI, % BMDL), chronic daily intake (CDI), target hazard quotient (THQ), hazard index (HI) and comparisons of the results of chemical analyses with the maximum admissible levels of Cd and Pb in Poland and in the European Union. Calculated per fresh weight of the product, dried herbs on average contained 0.134 +or- 0.168 mg of Cd and 0.548 +or- 0.161 mg of Pb per kg<sup>-1</sup>, fresh herbs on average contained 0.004 +or- 0.007 mg of Cd and 0.039 +or- 0.033 mg of Pb per kg<sup>-1</sup>, and the mean content of Cd in spices was 0.017 +or- 0.019 mg per kg<sup>-1</sup> and 0.064 +or- 0.050 mg of Pb. The % TWI, % BMDL, CDI, THQ and HI (Cd + Pb) for all the analysed products were lower than 1. The results do not imply a risk due to the supply of Cd and Pb with the diet to the human body, primarily due to the small intake of these products. However, it should be highlighted that the content of Cd in dried coriander and estragon and that of Pb in watercress, jiaogulan, celery, basil and dill exceeded the acceptable limit. Thus, their consumption for people from particularly sensitive groups such as babies, pregnant and breastfeeding women and people should be carefully limited.
25	Impact of quince clonal rootstocks on yield and fruit quality characteristics of European pear (Pyrus communis L.) cultivars	The study was conducted during two sequential research years of 2020 and 2021 at the fruit research station of Ondokuz Mayis University, Turkiye. The aim of the research was to assess the effect of quince clonal rootstocks (Province Quince BA29 [BA29], Quince A [QA], and Quince MC [MC]) on yield and fruit quality of pear cultivars ('Deveci', 'Williams', 'Santa Maria' and 'Abate Fetel'). Fruit weight, width, length, fruit stalk length and thickness, fruit color traits (L*, a*, b*, chroma, hue degrees ), fruit firmness, total soluble solids, acidity, pH, marketable fruit rate, black spotted fruit rate, and preharvest fruit drop rate were evaluated as quality properties. In the case of yield attributes, number of fruit per tree, yield per tree, yield per hectare, yield per trunk cross sectional area, and yield per canopy volume were taken into consideration. Results of the research revealed that all aforementioned evaluated characteristics were statistically significantly affected under three factors combination at the 5 level of significance (P < 0.05) when Duncan's multiple range test was applied to the data. In brief, it was revealed that treatment combinations affected yield and quality characteristics. In general, in terms of yield per tree and yield per hectare, it was observed that the 'Santa Maria' cultivar gave better results in all rootstocks.
26	Biodegradable mulching film vs. traditional polyethylene: effects on yield and quality of San Marzano tomato fruits	Mulching is a common practice for improving crop yield and obtaining an out-of-season production, but when made using plastic materials it can bring environmental problems due to the management and the disposal of films at the end of the cropping seasons. To increase the sustainability of this practice, recently, mulching films made with biodegradable organic materials have become more widely used. Our aim was to evaluate the effect of a biodegradable mulching film on yield and qualitative traits of the San Marzano tomato fruits over two years (2014 and 2015). Two different types of mulching were tested: (i) black biodegradable film (MB12) and (ii) black low-density polyethylene (LDPE) were compared to bare soil (BS). Both mulching films elicited a 25% increase in yield, mainly due to the significantly higher number of fruits per square meter, compared to BS. Both mulching films also elicited a 9.9% increase in total soluble solids and a 57% increase in carotenoid content, while firmness showed the highest value in BS fruits. MB12 determined the highest value of the Hunter color ratio a/b of tomato fruits, followed by LDPE, while the lowest value was recorded in BS fruits. Both mulching films elicited an increase of 9.6%, 26.0%, and 11.7% for flavonoids, polyphenols, and AsA, respectively. In 2014, the MB12 degradation started at 71 days after transplant (DAT); in 2015, at 104 DAT. Therefore, replacing polyethylene with biodegradable film would seem to be an agronomically efficient and environmentally sustainable practice.
